USPS	GEOID	ANSICODE	NAME	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                    
MI	26029	01622957	Charlevoix County	25949	17249	1078313350	2522971210	     416.339	     974.125	 45.513164	 -85.450392                                                                                  
MI	26031	01622958	Cheboygan County	26152	18298	1852525483	440605827	     715.264	     170.119	 45.476120	 -84.495271                                                                                    
MI	26033	01622959	Chippewa County	38520	21253	4036289692	2952509199	    1558.420	    1139.970	 46.321819	 -84.520630                                                                                    
MI	26035	01622960	Clare County	30926	23233	1461569881	28552600	     564.315	      11.024	 43.991137	 -84.838325                                                                                         
MI	26037	01622961	Clinton County	75382	30695	1466991079	21106494	     566.408	       8.149	 42.950455	 -84.591695                                                                                       
MI	26039	01622962	Crawford County	14074	11092	1440758147	18031692	     556.280	       6.962	 44.680208	 -84.611132                                                                                      
MI	26041	01622963	Delta County	37069	20214	3033124287	2124381333	    1171.096	     820.228	 45.805101	 -86.901373                                                                                       
MI	26043	01622964	Dickinson County	26168	13990	1972018016	40533105	     761.400	      15.650	 46.012823	 -87.866119                                                                                     
MI	26045	01622965	Eaton County	107759	47050	1489695507	11028096	     575.175	       4.258	 42.589614	 -84.846524                                                                                        
MI	26047	01622966	Emmet County	32694	21304	1210803605	1073558172	     467.494	     414.503	 45.590094	 -84.986822                                                                                       
MI	26049	01622967	Genesee County	425790	192180	1649763682	32658914	     636.977	      12.610	 43.021077	 -83.706372                                                                                     
MI	26051	01622968	Gladwin County	25692	17672	1299601369	36650228	     501.779	      14.151	 43.989750	 -84.389816                                                                                       
MI	26053	01622969	Gogebic County	16427	10795	2853775286	969936900	    1101.849	     374.495	 46.488054	 -89.788314                                                                                      
MI	26055	01622970	Grand Traverse County	86986	41599	1202611911	354786289	     464.331	     136.984	 44.718688	 -85.553848                                                                               
MI	26057	01622971	Gratiot County	42476	16339	1472313856	8150717	     568.464	       3.147	 43.292326	 -84.604690                                                                                        
MI	26059	01622972	Hillsdale County	46688	21757	1549158422	22980609	     598.133	       8.873	 41.864475	 -84.642409                                                                                     
MI	26061	01622973	Houghton County	36628	18636	2613554735	1275314652	    1009.099	     492.402	 46.998305	 -88.652066                                                                                    
MI	26063	01622974	Huron County	33118	21199	2164469622	3369824158	     835.706	    1301.096	 43.907616	 -82.857045                                                                                       
MI	26065	01622975	Ingham County	280895	121281	1440343968	11894285	     556.120	       4.592	 42.603534	 -84.373811                                                                                      
MI	26067	01622976	Ionia County	63905	24778	1479671240	22641747	     571.304	       8.742	 42.944650	 -85.073766                                                                                         
MI	26069	01622977	Iosco County	25887	20443	1422153154	3473073181	     549.096	    1340.961	 44.329482	 -82.849447                                                                                       
MI	26071	01622978	Iron County	11817	9197	3020312287	116706564	    1166.149	      45.061	 46.170249	 -88.540409                                                                                          
MI	26073	01622979	Isabella County	70311	28381	1483225590	12960487	     572.677	       5.004	 43.645233	 -84.839424                                                                                      
MI	26075	01622980	Jackson County	160248	69458	1817306121	56540223	     701.666	      21.830	 42.248474	 -84.420868                                                                                      
MI	26077	01622981	Kalamazoo County	250331	110007	1454688724	48274044	     561.658	      18.639	 42.246266	 -85.532854                                                                                   
MI	26079	01622982	Kalkaska County	17153	12171	1450043265	28078610	     559.865	      10.841	 44.678881	 -85.088992                                                                                      
MI	26081	01622983	Kent County	602622	246901	2193584722	64739558	     846.948	      24.996	 43.032497	 -85.547446                                                                                        
MI	26083	01622984	Keweenaw County	2156	2467	1398883200	14053475910	     540.112	    5426.078	 47.681981	 -88.148802                                                                                     
MI	26085	01622985	Lake County	11539	14966	1469481397	17896759	     567.370	       6.910	 43.995187	 -85.811400                                                                                          
MI	26087	01622986	Lapeer County	88319	36332	1665397257	51362519	     643.014	      19.831	 43.088633	 -83.224325                                                                                        
MI	26089	01622987	Leelanau County	21708	14935	899168573	5659178382	     347.171	    2185.021	 45.146182	 -86.051574                                                                                     
MI	26091	01622988	Lenawee County	99892	43452	1941337767	30701176	     749.555	      11.854	 41.895915	 -84.066853                                                                                       
MI	26093	01622989	Livingston County	180967	72809	1464001028	52188299	     565.254	      20.150	 42.602532	 -83.911718                                                                                   
MI	26095	01622990	Luce County	6631	4343	2328602234	2624718308	     899.078	    1013.409	 46.940602	 -85.582368                                                                                          
MI	26097	01622991	Mackinac County	11113	11010	2645851022	2794791851	    1021.569	    1079.075	 46.167981	 -85.303756                                                                                    
MI	26099	01622992	Macomb County	840978	356626	1241183094	237312769	     479.223	      91.627	 42.671467	 -82.910869                                                                                     
MI	26101	01622993	Manistee County	24733	15694	1404159906	1912485293	     542.149	     738.415	 44.350385	 -86.602967                                                                                    
MI	26103	01622994	Marquette County	67077	34330	4683737366	4185779618	    1808.401	    1616.139	 46.656596	 -87.584028                                                                                   
MI	26105	01622995	Mason County	28705	17293	1282232870	1935676016	     495.073	     747.369	 43.996636	 -86.750814                                                                                       
MI	26107	01622996	Mecosta County	42798	21131	1437626850	41759550	     555.071	      16.123	 43.635295	 -85.332751                                                                                       
MI	26109	01622997	Menominee County	24029	14227	2704152851	761800249	    1044.079	     294.133	 45.544174	 -87.509892                                                                                    
MI	26111	01622998	Midland County	83629	35960	1337087878	30601740	     516.253	      11.815	 43.648378	 -84.379219                                                                                       
MI	26113	01622999	Missaukee County	14849	9117	1462634072	23577412	     564.726	       9.103	 44.325424	 -85.085471                                                                                      
MI	26115	01623000	Monroe County	152021	62971	1422924260	338316259	     549.394	     130.625	 41.916097	 -83.487106                                                                                      
MI	26117	01623001	Montcalm County	63342	28221	1826976057	39956625	     705.399	      15.427	 43.312782	 -85.149468                                                                                      
MI	26119	01623002	Montmorency County	9765	9597	1415851499	41411010	     546.663	      15.989	 45.024134	 -84.130107                                                                                     
MI	26121	01623003	Muskegon County	172188	73561	1293040828	2488405138	     499.246	     960.779	 43.289258	 -86.751892                                                                                   
MI	26123	01623004	Newaygo County	48460	25075	2106188282	125575601	     813.204	      48.485	 43.562709	 -85.791423                                                                                      
MI	26125	01623005	Oakland County	1202362	527255	2247237402	102643656	     867.663	      39.631	 42.660452	 -83.384210                                                                                   
MI	26127	01623006	Oceana County	26570	15944	1326257820	2056136375	     512.071	     793.879	 43.647255	 -86.807575                                                                                      
MI	26129	01623007	Ogemaw County	21699	16047	1459425916	29693554	     563.488	      11.465	 44.333280	 -84.128073                                                                                        
MI	26131	01623008	Ontonagon County	6780	5672	3396056253	6292619305	    1311.225	    2429.594	 47.216604	 -89.500461                                                                                     
MI	26133	01623009	Osceola County	23528	13632	1466946699	17365931	     566.391	       6.705	 43.997552	 -85.322283                                                                                       
MI	26135	01623010	Oscoda County	8640	9118	1465236876	15152992	     565.731	       5.851	 44.685121	 -84.124894                                                                                          
MI	26137	01623011	Otsego County	24164	14731	1333769920	29053674	     514.971	      11.218	 45.021794	 -84.576597                                                                                        
MI	26139	01623012	Ottawa County	263801	102495	1459373665	2765957666	     563.467	    1067.942	 42.942346	 -86.655342                                                                                    
MI	26141	01623013	Presque Isle County	13376	10428	1706074274	4957333304	     658.719	    1914.037	 45.489515	 -83.384019                                                                                
MI	26143	01623014	Roscommon County	24449	24459	1345849993	156424239	     519.636	      60.396	 44.339517	 -84.611271                                                                                    
MI	26145	01623015	Saginaw County	200169	86844	2072284641	41056727	     800.114	      15.852	 43.328267	 -84.055410                                                                                      
MI	26147	01625033	St. Clair County	163040	71822	1867822812	298719230	     721.170	     115.336	 42.928803	 -82.668913                                                                                   
MI	26149	01625034	St. Joseph County	61295	27778	1296524618	52942658	     500.591	      20.441	 41.911488	 -85.522870                                                                                    
MI	26151	01623016	Sanilac County	43114	22725	2493035045	1624894854	     962.566	     627.375	 43.449155	 -82.642815                                                                                     
MI	26153	01623017	Schoolcraft County	8485	6313	3033804451	1845681047	    1171.358	     712.621	 46.020758	 -86.199352                                                                                   
MI	26155	01623018	Shiawassee County	70648	30319	1374422924	26624209	     530.668	      10.280	 42.951545	 -84.146352                                                                                    
MI	26157	01623019	Tuscola County	55729	24451	2080088206	286929756	     803.127	     110.784	 43.487902	 -83.436618                                                                                      
MI	26159	01623020	Van Buren County	76258	36785	1573351092	1249470315	     607.474	     482.423	 42.283986	 -86.305696                                                                                   
MI	26161	01623021	Washtenaw County	344791	147573	1828442046	42615161	     705.965	      16.454	 42.252327	 -83.844634                                                                                   
MI	26163	01623022	Wayne County	1820584	821693	1585280173	156946749	     612.080	      60.597	 42.284664	 -83.261953                                                                                     
MI	26165	01623023	Wexford County	32735	16736	1463347858	27101225	     565.002	      10.464	 44.331375	 -85.570046                                                                                       
MN	27001	00663198	Aitkin County	16202	16029	4718084060	449700337	    1821.663	     173.630	 46.602446	 -93.419760                                                                                       
MN	27003	00659447	Anoka County	330844	126688	1095590050	59831077	     423.010	      23.101	 45.274110	 -93.242723                                                                                       
MN	27005	00659448	Becker County	32504	18784	3406359731	336647129	    1315.203	     129.980	 46.937629	 -95.741757                                                                                       
MN	27007	00659449	Beltrami County	44442	20527	6487764440	1426606363	    2504.940	     550.816	 47.878825	 -94.986698                                                                                    
MN	27009	00659450	Benton County	38451	16140	1057494279	12320334	     408.301	       4.757	 45.701227	 -94.001439                                                                                        
MN	27011	00659451	Big Stone County	5269	3115	1292461863	75355978	     499.022	      29.095	 45.419925	 -96.402226                                                                                       
MN	27013	00659452	Blue Earth County	64013	26202	1936906099	45969834	     747.844	      17.749	 44.038225	 -94.064071                                                                                    
MN	27015	00659453	Brown County	25893	11493	1582716009	19099484	     611.090	       7.374	 44.246541	 -94.733647                                                                                         
MN	27017	00659454	Carlton County	35386	15656	2230967465	36005475	     861.381	      13.902	 46.603818	 -92.671044                                                                                       
MN	27019	00659455	Carver County	91042	34536	917697893	56429209	     354.325	      21.787	 44.821381	 -93.800575                                                                                         
MN	27021	00659456	Cass County	28567	24903	5235770376	1016739919	    2021.542	     392.565	 46.951427	 -94.333773                                                                                        
MN	27023	00659457	Chippewa County	12441	5721	1505097828	17235577	     581.122	       6.655	 45.028625	 -95.564108                                                                                       
MN	27025	00659458	Chisago County	53887	21172	1074486739	71347419	     414.862	      27.547	 45.505444	 -92.903849                                                                                       
MN	27027	00659459	Clay County	58999	23959	2707485607	18860171	    1045.366	       7.282	 46.898377	 -96.494901                                                                                          
MN	27029	00659460	Clearwater County	8695	4773	2587242195	79761638	     998.940	      30.796	 47.575873	 -95.371117                                                                                      
MN	27031	00659461	Cook County	5176	5839	3761380730	4888013531	    1452.277	    1887.273	 47.538571	 -90.290190                                                                                          
MN	27033	00659462	Cottonwood County	11687	5412	1653992908	25772471	     638.610	       9.951	 44.010711	 -95.183130                                                                                     
MN	27035	00659463	Crow Wing County	62500	40180	2587642841	407747951	     999.095	     157.432	 46.491114	 -94.071213                                                                                    
MN	27037	00659464	Dakota County	398552	159598	1456007312	63970735	     562.168	      24.699	 44.670893	 -93.062481                                                                                      
MN	27039	00659465	Dodge County	20087	7947	1137719781	800253	     439.276	       0.309	 44.020706	 -92.869353                                                                                            
MN	27041	00659466	Douglas County	36009	19905	1650598293	214205330	     637.300	      82.705	 45.936429	 -95.460610                                                                                      
MN	27043	00659467	Faribault County	14553	7090	1845304181	24420266	     712.476	       9.429	 43.676522	 -93.947234                                                                                      
MN	27045	00659468	Fillmore County	20866	9732	2230756787	2045248	     861.300	       0.790	 43.677270	 -92.093681                                                                                        
MN	27047	00659469	Freeborn County	31255	14231	1831346129	39715485	     707.087	      15.334	 43.674202	 -93.350289                                                                                      
MN	27049	00659470	Goodhue County	46183	20337	1960200576	61025171	     756.838	      23.562	 44.406178	 -92.716000                                                                                       
MN	27051	00659471	Grant County	6018	3324	1419728446	70764706	     548.160	      27.322	 45.930743	 -96.010699                                                                                           
MN	27053	00659472	Hennepin County	1152425	509469	1433793826	137155436	     553.591	      52.956	 45.006064	 -93.475185                                                                                  
MN	27055	00659473	Houston County	19027	8601	1429824576	43456185	     552.058	      16.779	 43.666990	 -91.501556                                                                                        
MN	27057	00659474	Hubbard County	20428	14622	2397485927	191360735	     925.675	      73.885	 47.095551	 -94.913290                                                                                      
MN	27059	00659475	Isanti County	37816	15321	1128701342	41083223	     435.794	      15.862	 45.562431	 -93.296339                                                                                        
MN	27061	00659476	Itasca County	45058	27065	6909367239	674021189	    2667.722	     260.241	 47.490843	 -93.613128                                                                                       
MN	27063	00659477	Jackson County	10266	4990	1820713972	42095902	     702.982	      16.253	 43.673025	 -95.149704                                                                                        
MN	27065	00659478	Kanabec County	16239	7849	1350902712	31329476	     521.586	      12.096	 45.947760	 -93.297788                                                                                        
MN	27067	00659479	Kandiyohi County	42239	19476	2063662339	169818708	     796.785	      65.567	 45.152714	 -95.004981                                                                                    
MN	27069	00659480	Kittson County	4552	2605	2845889450	12431026	    1098.804	       4.800	 48.776040	 -96.780349                                                                                         
MN	27071	00659481	Koochiching County	13311	7900	8039503592	129375868	    3104.070	      49.952	 48.245489	 -93.782842                                                                                   
MN	27073	00659482	Lac qui Parle County	7259	3692	1981394636	33643153	     765.021	      12.990	 44.999855	 -96.176836                                                                                   
MN	27075	00659484	Lake County	10866	7681	5463040779	2282654608	    2109.292	     881.338	 47.517111	 -91.411704                                                                                         
MN	27077	00659483	Lake of the Woods County	4045	3672	3361466280	1234895902	    1297.869	     476.796	 48.768100	 -94.904633                                                                             
MN	27079	00659485	Le Sueur County	27703	12416	1162284309	64870726	     448.760	      25.047	 44.373397	 -93.730180                                                                                      
MN	27081	00659486	Lincoln County	5896	3108	1390192941	30240167	     536.757	      11.676	 44.408238	 -96.272032                                                                                         
MN	27083	00659487	Lyon County	25857	11098	1850698900	18410959	     714.559	       7.109	 44.409195	 -95.847268                                                                                          
MN	27085	00659491	McLeod County	36651	15760	1272903896	36406906	     491.471	      14.057	 44.821644	 -94.272320                                                                                        
MN	27087	00659488	Mahnomen County	5413	2786	1444896195	64838188	     557.878	      25.034	 47.325842	 -95.810703                                                                                        
MN	27089	00659489	Marshall County	9439	4812	4597404993	98000478	    1775.068	      37.838	 48.362728	 -96.357761                                                                                        
MN	27091	00659490	Martin County	20840	10009	1844971122	44621825	     712.347	      17.229	 43.677118	 -94.537197                                                                                        
MN	27093	00659492	Meeker County	23300	10674	1575174983	94784627	     608.178	      36.597	 45.123155	 -94.527346                                                                                        
MN	27095	00659493	Mille Lacs County	26097	12750	1482276069	283011102	     572.310	     109.271	 45.929043	 -93.632996                                                                                   
MN	27097	00659494	Morrison County	33198	15731	2913897170	73362648	    1125.062	      28.325	 46.020484	 -94.266619                                                                                      
MN	27099	00659495	Mower County	39163	17027	1842332613	617163	     711.329	       0.238	 43.666249	 -92.759514                                                                                           
MN	27101	00659496	Murray County	8725	4556	1825169529	38332592	     704.702	      14.800	 44.015594	 -95.761581                                                                                          
MN	27103	00659497	Nicollet County	32727	12873	1161593168	47263601	     448.494	      18.249	 44.358819	 -94.245685                                                                                      
MN	27105	00659498	Nobles County	21378	8535	1852116504	19298885	     715.106	       7.451	 43.677686	 -95.763132                                                                                         
MN	27107	00659499	Norman County	6852	3421	2260512228	10208292	     872.789	       3.941	 47.329470	 -96.463807                                                                                          
MN	27109	00659500	Olmsted County	144248	60495	1692165422	3755969	     653.349	       1.450	 44.003429	 -92.406722                                                                                       
MN	27111	00659501	Otter Tail County	57303	35594	5107632889	653895064	    1972.068	     252.470	 46.405725	 -95.714578                                                                                   
MN	27113	00659502	Pennington County	13930	6297	1596909321	4351512	     616.570	       1.680	 48.069247	 -96.037725                                                                                      
MN	27115	00659503	Pine County	29750	17276	3655220961	60267678	    1411.289	      23.269	 46.100940	 -92.763094                                                                                          
MN	27117	00659504	Pipestone County	9596	4483	1204486122	2349264	     465.055	       0.907	 44.015361	 -96.257015                                                                                        
MN	27119	00659505	Polk County	31600	14610	5105199042	69042023	    1971.128	      26.657	 47.774254	 -96.400027                                                                                          
MN	27121	00659506	Pope County	10995	6435	1734549440	122740995	     669.713	      47.391	 45.589623	 -95.446705                                                                                          
MN	27123	00659507	Ramsey County	508640	217197	394228284	46271710	     152.212	      17.866	 45.015250	 -93.100141                                                                                       
MN	27125	00659508	Red Lake County	4089	1948	1119929367	227816	     432.407	       0.088	 47.865487	 -96.087180                                                                                          
MN	27127	00659509	Redwood County	16059	7272	2275491832	8230403	     878.572	       3.178	 44.403536	 -95.254241                                                                                         
MN	27129	00659510	Renville County	15730	7355	2545715384	10851943	     982.906	       4.190	 44.723697	 -94.955617                                                                                       
MN	27131	00659511	Rice County	64142	24453	1283814887	52450706	     495.684	      20.251	 44.350943	 -93.298503                                                                                          
MN	27133	00659512	Rock County	9687	4262	1249552632	698235	     482.455	       0.270	 43.669587	 -96.263238                                                                                              
MN	27135	00659513	Roseau County	15629	7469	4329428887	16925618	    1671.602	       6.535	 48.761065	 -95.821530                                                                                         
MN	27137	00662850	St. Louis County	200226	103058	16180692391	1585336402	    6247.401	     612.102	 47.583852	 -92.463645                                                                                
MN	27139	00659514	Scott County	129928	47124	923268376	30838423	     356.476	      11.907	 44.651932	 -93.534553                                                                                         
MN	27141	00659515	Sherburne County	88499	32379	1121251072	46945726	     432.917	      18.126	 45.443171	 -93.775092                                                                                     
MN	27143	00659516	Sibley County	15226	6582	1524931233	30410849	     588.779	      11.742	 44.575734	 -94.230123                                                                                         
MN	27145	00659517	Stearns County	150642	61974	3478697697	121259844	    1343.133	      46.819	 45.555235	 -94.610482                                                                                     
MN	27147	00659518	Steele County	36576	15343	1112775578	6976790	     429.645	       2.694	 44.015261	 -93.220453                                                                                         
MN	27149	00659519	Stevens County	9726	4160	1459726518	30342360	     563.604	      11.715	 45.593461	 -95.992315                                                                                         
MN	27151	00659520	Swift County	9783	4835	1921985452	26172205	     742.083	      10.105	 45.275450	 -95.690398                                                                                           
MN	27153	00659521	Todd County	24895	12917	2447491054	89402110	     944.982	      34.518	 46.066569	 -94.900576                                                                                          
MN	27155	00659522	Traverse County	3558	2073	1486399478	30952260	     573.902	      11.951	 45.769840	 -96.475049                                                                                        
MN	27157	00659523	Wabasha County	21676	9997	1354518312	68982638	     522.982	      26.634	 44.289693	 -92.233340                                                                                        
MN	27159	00659524	Wadena County	13843	6899	1388928925	18038953	     536.268	       6.965	 46.586784	 -94.988331                                                                                         
MN	27161	00659525	Waseca County	19136	7903	1096487773	24907919	     423.356	       9.617	 44.018460	 -93.589844                                                                                         
MN	27163	00659526	Washington County	238136	92374	995285532	99618899	     384.282	      38.463	 45.037929	 -92.890117                                                                                    
MN	27165	00659527	Watonwan County	11211	5047	1126508610	12386100	     434.947	       4.782	 43.978366	 -94.614128                                                                                       
MN	27167	00659528	Wilkin County	6576	3078	1944970552	550670	     750.957	       0.213	 46.362335	 -96.476657                                                                                            
MN	27169	00659529	Winona County	51461	20760	1621864753	39825401	     626.206	      15.377	 43.982268	 -91.776708                                                                                        
MN	27171	00659530	Wright County	124700	49000	1713164762	136781631	     661.457	      52.812	 45.175091	 -93.966396                                                                                      
MN	27173	00659531	Yellow Medicine County	10438	4760	1966062753	10685860	     759.101	       4.126	 44.715736	 -95.862756                                                                                
MS	28001	00695726	Adams County	32297	14656	1197628202	65113803	     462.407	      25.141	 31.486218	 -91.351781                                                                                         
MS	28003	00711755	Alcorn County	37057	17077	1036092671	3425827	     400.038	       1.323	 34.886648	 -88.581014                                                                                         
MS	28005	00695727	Amite County	13131	6635	1890950982	3877858	     730.100	       1.497	 31.203933	 -90.795542                                                                                           
MS	28007	00695728	Attala County	19564	9126	1903594473	4421428	     734.982	       1.707	 33.090470	 -89.588622                                                                                          
MS	28009	00695729	Benton County	8729	4186	1053131367	5279205	     406.616	       2.038	 34.810773	 -89.200029                                                                                           
MS	28011	00695730	Bolivar County	34145	14070	2270314566	75742120	     876.573	      29.244	 33.799278	 -90.884476                                                                                       
MS	28013	00695731	Calhoun County	14962	6913	1519218090	3590400	     586.573	       1.386	 33.936634	 -89.337114                                                                                         
MS	28015	00695732	Carroll County	10597	5052	1627140835	16426885	     628.243	       6.342	 33.440795	 -89.918887                                                                                        
MS	28017	00695733	Chickasaw County	17392	7514	1299602163	6388917	     501.779	       2.467	 33.921654	 -88.945808                                                                                       
MS	28019	00695734	Choctaw County	8547	4150	1083074478	4345757	     418.177	       1.678	 33.345964	 -89.251332                                                                                          
MS	28021	00695735	Claiborne County	9604	4223	1262375165	35735962	     487.406	      13.798	 31.972810	 -90.915424                                                                                       
MS	28023	00695736	Clarke County	16732	7876	1791117740	5129339	     691.554	       1.980	 32.048448	 -88.685964                                                                                          
MS	28025	00695737	Clay County	20634	9180	1062093753	15355523	     410.077	       5.929	 33.661734	 -88.783326                                                                                           
MS	28027	00695738	Coahoma County	26151	10792	1430818231	79539470	     552.442	      30.710	 34.228670	 -90.603165                                                                                       
MS	28029	00695739	Copiah County	29449	12184	2013052970	5751013	     777.244	       2.220	 31.866915	 -90.448758                                                                                         
MS	28031	00695740	Covington County	19568	8496	1071716796	2948833	     413.792	       1.139	 31.633331	 -89.548897                                                                                       
MS	28033	00695741	DeSoto County	161252	61634	1233210616	54041937	     476.145	      20.866	 34.874266	 -89.993240                                                                                       
MS	28035	00695742	Forrest County	74934	32289	1207748039	10150274	     466.314	       3.919	 31.188580	 -89.259447                                                                                       
MS	28037	00695743	Franklin County	8118	4154	1460181336	7728355	     563.779	       2.984	 31.477798	 -90.895884                                                                                         
MS	28039	00695744	George County	22578	9330	1239849234	12806128	     478.708	       4.944	 30.855431	 -88.642268                                                                                         
MS	28041	00695745	Greene County	14400	5123	1846027833	15386763	     712.755	       5.941	 31.212846	 -88.634811                                                                                         
MS	28043	00695746	Grenada County	21906	10155	1093251406	70698555	     422.107	      27.297	 33.770031	 -89.802740                                                                                       
MS	28045	00711756	Hancock County	43929	21840	1227002554	203966042	     473.748	      78.752	 30.391437	 -89.479850                                                                                      
MS	28047	00695747	Harrison County	187105	85181	1486637454	1041633627	     573.994	     402.177	 30.416536	 -89.083376                                                                                   
MS	28049	00695748	Hinds County	245285	103421	2252618859	19556755	     869.741	       7.551	 32.267923	 -90.465900                                                                                       
MS	28051	00695749	Holmes County	19198	8415	1959840949	20509212	     756.699	       7.919	 33.125942	 -90.091197                                                                                         
MS	28053	00695750	Humphreys County	9375	3855	1083886754	33003099	     418.491	      12.743	 33.132978	 -90.523911                                                                                       
MS	28055	00695751	Issaquena County	1406	560	1069781903	73507406	     413.045	      28.381	 32.754977	 -90.988552                                                                                        
MS	28057	00695752	Itawamba County	23401	10126	1379911657	19847169	     532.787	       7.663	 34.281075	 -88.363127                                                                                      
MS	28059	00695753	Jackson County	139668	60067	1871923538	830458907	     722.754	     320.642	 30.458491	 -88.619991                                                                                     
MS	28061	00695754	Jasper County	17062	8212	1751461017	3181592	     676.243	       1.228	 32.016989	 -89.119430                                                                                          
MS	28063	00695755	Jefferson County	7726	3673	1346620575	18988093	     519.933	       7.331	 31.733633	 -91.043878                                                                                       
MS	28065	00695756	Jefferson Davis County	12487	5876	1057862259	1800965	     408.443	       0.695	 31.564734	 -89.826626                                                                                 
MS	28067	00695757	Jones County	67761	28424	1799510829	12724862	     694.795	       4.913	 31.621044	 -89.167262                                                                                         
MS	28069	00695758	Kemper County	10456	4722	1984403181	2182347	     766.182	       0.843	 32.750136	 -88.625631                                                                                          
MS	28071	00695759	Lafayette County	47351	22729	1636116444	123022249	     631.708	      47.499	 34.349298	 -89.485903                                                                                    
MS	28073	00695760	Lamar County	55658	24070	1287367637	8749351	     497.055	       3.378	 31.197135	 -89.514952                                                                                          
MS	28075	00695761	Lauderdale County	80261	34698	1822402881	29835947	     703.634	      11.520	 32.403998	 -88.660449                                                                                    
MS	28077	00695762	Lawrence County	12929	6019	1115424285	13213420	     430.668	       5.102	 31.550009	 -90.107530                                                                                       
MS	28079	00695763	Leake County	23805	9415	1509963962	6414131	     583.000	       2.477	 32.753268	 -89.522568                                                                                           
MS	28081	00695764	Lee County	82910	35872	1165367603	8349403	     449.951	       3.224	 34.288965	 -88.680887                                                                                            
MS	28083	00695765	Leflore County	32317	13199	1534668183	35847069	     592.539	      13.841	 33.549790	 -90.294934                                                                                       
MS	28085	00695766	Lincoln County	34869	15255	1518030804	5334341	     586.115	       2.060	 31.535216	 -90.453566                                                                                        
MS	28087	00695767	Lowndes County	59779	26556	1309262931	28374834	     505.509	      10.956	 33.471424	 -88.439723                                                                                       
MS	28089	00695768	Madison County	95203	38558	1850562626	70638762	     714.506	      27.274	 32.634370	 -90.034160                                                                                       
MS	28091	00695769	Marion County	27088	11838	1404766851	16152552	     542.384	       6.237	 31.230126	 -89.821736                                                                                        
MS	28093	00695770	Marshall County	37144	14881	1829030244	9254534	     706.193	       3.573	 34.766190	 -89.504231                                                                                       
MS	28095	00695771	Monroe County	36989	16455	1981584651	18134176	     765.094	       7.002	 33.890030	 -88.485038                                                                                        
MS	28097	00711757	Montgomery County	10925	5194	1054074954	2352272	     406.981	       0.908	 33.500714	 -89.639625                                                                                      
MS	28099	00695772	Neshoba County	29676	12357	1476657637	3814277	     570.141	       1.473	 32.752518	 -89.119274                                                                                        
MS	28101	00695773	Newton County	21720	9373	1497282694	3879399	     578.104	       1.498	 32.401970	 -89.118412                                                                                          
MS	28103	00695774	Noxubee County	11545	5170	1800400143	12539541	     695.138	       4.842	 33.106270	 -88.565787                                                                                        
MS	28105	00695775	Oktibbeha County	47671	20947	1186733896	9665139	     458.201	       3.732	 33.422313	 -88.876151                                                                                      
MS	28107	00695776	Panola County	34707	14697	1774515519	51767046	     685.144	      19.987	 34.365205	 -89.963065                                                                                        
MS	28109	00695777	Pearl River County	55834	23968	2100125644	20836787	     810.863	       8.045	 30.773791	 -89.586831                                                                                   
MS	28111	00695778	Perry County	12250	5519	1676373773	7640180	     647.252	       2.950	 31.169307	 -88.988755                                                                                           
MS	28113	00711758	Pike County	40404	17861	1059342907	4348109	     409.015	       1.679	 31.177517	 -90.397725                                                                                           
MS	28115	00695803	Pontotoc County	29957	12440	1289009028	8630228	     497.689	       3.332	 34.227081	 -89.037239                                                                                       
MS	28117	00695779	Prentiss County	25276	11054	1074793690	8338031	     414.980	       3.219	 34.620866	 -88.522240                                                                                       
MS	28119	00695780	Quitman County	8223	3589	1048977108	3676001	     405.012	       1.419	 34.252640	 -90.290525                                                                                          
MS	28121	00695781	Rankin County	141617	56487	2008496804	79255480	     775.485	      30.601	 32.262057	 -89.946552                                                                                       
MS	28123	00695782	Scott County	28264	11470	1577781371	3122208	     609.185	       1.205	 32.427127	 -89.533209                                                                                          
MS	28125	00695783	Sharkey County	4916	2100	1118149626	8806466	     431.720	       3.400	 32.892490	 -90.827388                                                                                          
MS	28127	00695784	Simpson County	27503	11934	1525925833	3383248	     589.163	       1.306	 31.902503	 -89.917707                                                                                        
MS	28129	00695785	Smith County	16491	7237	1647885256	2640270	     636.252	       1.019	 32.019033	 -89.494973                                                                                           
MS	28131	00695786	Stone County	17786	7161	1153800111	6712392	     445.485	       2.592	 30.790184	 -89.112297                                                                                           
MS	28133	00695787	Sunflower County	29450	9685	1807175516	23758961	     697.754	       9.173	 33.605529	 -90.595090                                                                                      
